matrix,np,threads,mode,total_time,compute_time,comm_time,gflops,log
bcspwr08,1,4,naive,0.000351,0.000343,0.000007,0.1762,results/bcspwr08_naive_np1_t4.log
bcspwr08,1,4,metis,NA,NA,NA,NA,results/bcspwr08_metis_np1_t4.log
bcspwr08,1,4,balanced,0.000829,0.000720,0.000002,0.0840,results/bcspwr08_balanced_np1_t4.log
bcspwr08,2,1,naive,0.000081,0.000032,0.000047,1.8765,results/bcspwr08_naive_np2_t1.log
bcspwr08,2,1,metis,0.000060,0.000025,0.000035,2.4447,results/bcspwr08_metis_np2_t1.log
bcspwr08,2,1,balanced,0.000177,0.000071,0.000016,0.8534,results/bcspwr08_balanced_np2_t1.log
bcspwr08,2,2,naive,0.000285,0.000222,0.000061,0.2724,results/bcspwr08_naive_np2_t2.log
bcspwr08,2,2,metis,0.000816,0.000172,0.000669,0.3509,results/bcspwr08_metis_np2_t2.log
bcspwr08,2,2,balanced,0.000358,0.000244,0.000044,0.2481,results/bcspwr08_balanced_np2_t2.log
bcspwr08,2,4,naive,0.000703,0.000624,0.000075,0.0969,results/bcspwr08_naive_np2_t4.log
bcspwr08,2,4,metis,0.000630,0.000432,0.000347,0.1402,results/bcspwr08_metis_np2_t4.log
bcspwr08,2,4,balanced,0.000576,0.000478,0.000029,0.1266,results/bcspwr08_balanced_np2_t4.log
bcspwr08,4,1,naive,NA,NA,NA,NA,results/bcspwr08_naive_np4_t1.log
bcspwr08,4,1,metis,NA,NA,NA,NA,results/bcspwr08_metis_np4_t1.log
bcspwr08,4,1,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np4_t1.log
bcspwr08,4,2,naive,NA,NA,NA,NA,results/bcspwr08_naive_np4_t2.log
bcspwr08,4,2,metis,NA,NA,NA,NA,results/bcspwr08_metis_np4_t2.log
bcspwr08,4,2,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np4_t2.log
bcspwr08,4,4,naive,NA,NA,NA,NA,results/bcspwr08_naive_np4_t4.log
bcspwr08,4,4,metis,NA,NA,NA,NA,results/bcspwr08_metis_np4_t4.log
bcspwr08,4,4,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np4_t4.log
bcspwr08,8,1,naive,NA,NA,NA,NA,results/bcspwr08_naive_np8_t1.log
bcspwr08,8,1,metis,NA,NA,NA,NA,results/bcspwr08_metis_np8_t1.log
bcspwr08,8,1,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np8_t1.log
bcspwr08,8,2,naive,NA,NA,NA,NA,results/bcspwr08_naive_np8_t2.log
bcspwr08,8,2,metis,NA,NA,NA,NA,results/bcspwr08_metis_np8_t2.log
bcspwr08,8,2,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np8_t2.log
bcspwr08,8,4,naive,NA,NA,NA,NA,results/bcspwr08_naive_np8_t4.log
bcspwr08,8,4,metis,NA,NA,NA,NA,results/bcspwr08_metis_np8_t4.log
bcspwr08,8,4,balanced,NA,NA,NA,NA,results/bcspwr08_balanced_np8_t4.log
bcspwr10,1,1,naive,0.000125,0.000116,0.000008,1.8903,results/bcspwr10_naive_np1_t1.log
bcspwr10,1,1,metis,NA,NA,NA,NA,results/bcspwr10_metis_np1_t1.log
bcspwr10,1,1,balanced,0.000404,0.000254,0.000002,0.8587,results/bcspwr10_balanced_np1_t1.log
bcspwr10,1,2,naive,0.000486,0.000473,0.000012,0.4617,results/bcspwr10_naive_np1_t2.log
bcspwr10,1,2,metis,NA,NA,NA,NA,results/bcspwr10_metis_np1_t2.log
bcspwr10,1,2,balanced,0.002376,0.002118,0.000005,0.1031,results/bcspwr10_balanced_np1_t2.log
bcspwr10,1,4,naive,0.003613,0.003591,0.000020,0.0608,results/bcspwr10_naive_np1_t4.log
bcspwr10,1,4,metis,NA,NA,NA,NA,results/bcspwr10_metis_np1_t4.log
bcspwr10,1,4,balanced,0.001261,0.001022,0.000003,0.2138,results/bcspwr10_balanced_np1_t4.log
bcspwr10,2,1,naive,0.000132,0.000088,0.000078,2.4845,results/bcspwr10_naive_np2_t1.log
bcspwr10,2,1,metis,0.003458,0.000067,0.003389,3.2570,results/bcspwr10_metis_np2_t1.log
bcspwr10,2,1,balanced,0.001920,0.000373,0.000149,0.5860,results/bcspwr10_balanced_np2_t1.log
bcspwr10,2,2,naive,0.000285,0.000232,0.000091,0.9407,results/bcspwr10_naive_np2_t2.log
bcspwr10,2,2,metis,0.013776,0.006948,0.007080,0.0314,results/bcspwr10_metis_np2_t2.log
bcspwr10,2,2,balanced,0.007762,0.004642,0.001691,0.0471,results/bcspwr10_balanced_np2_t2.log
bcspwr10,2,4,naive,0.000829,0.000688,0.000402,0.3176,results/bcspwr10_naive_np2_t4.log
bcspwr10,2,4,metis,0.006932,0.000343,0.006585,0.6361,results/bcspwr10_metis_np2_t4.log
bcspwr10,2,4,balanced,0.006662,0.001599,0.004260,0.1366,results/bcspwr10_balanced_np2_t4.log
bcspwr10,4,1,naive,NA,NA,NA,NA,results/bcspwr10_naive_np4_t1.log
bcspwr10,4,1,metis,NA,NA,NA,NA,results/bcspwr10_metis_np4_t1.log
bcspwr10,4,1,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np4_t1.log
bcspwr10,4,2,naive,NA,NA,NA,NA,results/bcspwr10_naive_np4_t2.log
bcspwr10,4,2,metis,NA,NA,NA,NA,results/bcspwr10_metis_np4_t2.log
bcspwr10,4,2,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np4_t2.log
bcspwr10,4,4,naive,NA,NA,NA,NA,results/bcspwr10_naive_np4_t4.log
bcspwr10,4,4,metis,NA,NA,NA,NA,results/bcspwr10_metis_np4_t4.log
bcspwr10,4,4,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np4_t4.log
bcspwr10,8,1,naive,NA,NA,NA,NA,results/bcspwr10_naive_np8_t1.log
bcspwr10,8,1,metis,NA,NA,NA,NA,results/bcspwr10_metis_np8_t1.log
bcspwr10,8,1,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np8_t1.log
bcspwr10,8,2,naive,NA,NA,NA,NA,results/bcspwr10_naive_np8_t2.log
bcspwr10,8,2,metis,NA,NA,NA,NA,results/bcspwr10_metis_np8_t2.log
bcspwr10,8,2,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np8_t2.log
bcspwr10,8,4,naive,NA,NA,NA,NA,results/bcspwr10_naive_np8_t4.log
bcspwr10,8,4,metis,NA,NA,NA,NA,results/bcspwr10_metis_np8_t4.log
bcspwr10,8,4,balanced,NA,NA,NA,NA,results/bcspwr10_balanced_np8_t4.log
